"  Việc thực hiện liên tục các công đoạn của quá trình từ đầu tư, sản xuất, tiêu thụ sản phẩm hoặc cung ứng dịch vụ trên thị trường nhằm mục đích thu được lợi nhuận gọi là gì?", Kinh doanh.
 Sản xuất kinh doanh là hoạt động sản xuất ra sản phẩm hàng hóa hoặc dịch vụ để đáp ứng nhu cầu của thị trường với mục đích chính là gì?, thu được lợi nhuận.
 Sản xuất kinh doanh có vai trò gì?," Cả A, B, C đều đúng."
 Điều kiện nào không cần thiết khi thành lập hộ sản xuất kinh doanh?, có vốn trên 3 tỷ.
 Theo quy định của pháp luật hộ kinh doanh chỉ được sử dụng số người lao động tối đa là bao nhiêu?, 10.
question,answer
 Nội dung nào dưới đây không phải đặc điểm cơ bản của tín dụng?, Chỉ cần hoàn trả gốc hoặc lãi.
 Tín dụng có vai trò gì trong đời sống xã hội?," Cả A, B, C đều đúng."
 Tín dụng có đặc điểm cơ bản nào sau đây?," Cả A, B, C đều đúng."
" Để có thêm vốn thực hiện dự án chăn nuôi, anh B hỏi ý kiến vợ và mẹ mình, sau đó anh B quyết định đến ngân hàng đề nghị được vay tiền. Sau khi xem xét mục đích, hiệu quả sử dụng vốn, khả năng hoàn trả nợ vay, phía ngân hàng hoàn toàn tin tưởng và quyết định cho anh vay 100 triệu đồng với lãi suất ưu đãi, thời hạn vay 2 năm. Anh B cam kết sẽ hoàn trả đầy đủ số tiền vay cộng thêm phần tiền lãi đúng kì hạn như đã thoả thuận với ngân hàng. Trong trường hợp này chủ thể sở hữu (người cho vay) là ai?", Ngân hàng.
 Khái niệm thể hiện quan hệ kinh tế giữa chủ thể sở hữu và chủ thể sử dụng nguồn vốn nhàn rỗi người vay theo nguyên tắc hoàn trả có kì hạn cả vốn gốc và lãi được gọi là gì?, Tín dụng.
"  Biết gia đình ông T đang cần tiền để mở cửa hàng kinh doanh, anh Q liền giới thiệu cho ông chỗ vay tín dụng đen thủ tục nhanh, gọn không phức tạp như vay ở ngân hàng. Nếu là người nhà của ông T em sẽ lựa chọn Cách ứng xử nào sau đây cho phù hợp?", Khuyên ông T nên vay ở ngân hàng để đảm bảo an toàn.
"  Gia đình M có hoàn cảnh khó khăn không đủ điều kiện cho M tiếp tục học lên đại học mặc dù M rất mong muốn được đi học. Trong trường hợp này, nếu là người quen của gia đình M em sẽ lựa chọn Cách ứng xử nào dưới đây cho phù hợp để giúp được gia đình M?", Khuyên bố mẹ M nên vay tiền tín dụng hỗ trợ từ nhà nước.
"  Nhận định nào sau đây sai khi bàn về ngân hàng, tín dụng?", Định mức lãi khi vay ở tín dụng do người vay quyết định.
 Nhận định nào sau đây đúng khi bàn về tín dụng?, Người vay phải trả một khoản lãi theo quy định.
  Sự chênh lệch giữa chi phí sử dụng tiền mặt và tín dụng được gọi là, tiền lãi phải trả cho khoản mua tín dụng.
  Ngân hàng là nơi tập trung những khoản vốn lớn thông qua nhận các khoản tiền tạm thời nhàn rỗi của các," cá nhân, doanh nghiệp, tổ chức."
" Cơ sở nào là nơi tập trung những khoản vốn lớn thông qua nhận các khoản tiền tạm thời nhàn rỗi của các cá nhân, doanh nghiệp, tổ chức trong xã hội rồi cung cấp vốn cho những người muốn vay để phát triển sản xuất, kinh doanh, tiêu dùng và đòi hỏi người vay phải sử dụng hiệu quả vốn vay?", Ngân hàng.
" Đến thời hạn, người vay có nghĩa vụ và trách nhiệm phải hoàn trả cả vốn gốc và lãi vô điều kiện là nói đến đặc điểm nào sau đây của tín dụng?", Có tính hoàn trả cả gốc lẫn lãi.
 Việc cho vay chỉ là nhường quyền sử dụng tạm thời một lượng vốn trong một thời hạn nhất định là nói đến đặc điểm nào sau đây của tín dụng?, Có tính tạm thời.
" Người cho vay chỉ cấp tín dụng khi có lòng tin vào việc người vay sử dụng vốn vay đúng mục đích, hiệu quả và có khả năng hoàn trả nợ đúng hạn là nói đến đặc điểm nào sau đây của tín dụng?", Dựa trên sự tin tưởng.
 Phương án nào sau đây không thuộc một trong những nội dung của tín dụng?, Có tính hoàn trả cả gốc lẫn lãi.
 Phương án nào sau đây không thuộc một trong những nội dung của tín dụng?, Dựa trên văn bản pháp lí.
" Tín dụng là khái niệm thể hiện quan hệ kinh tế giữa chủ thể sở hữu (người cho vay) và chủ thể sử dụng nguồn vốn nhàn rỗi (người vay), theo nguyên tắc", hoàn trả có kì hạn cả vốn gốc và lãi.
" Khái niệm nào sau đây thể hiện quan hệ kinh tế giữa chủ thể sở hữu (người cho vay) và chủ thể sử dụng nguồn vốn nhàn rỗi (người vay), theo nguyên tắc hoàn trả có kì hạn cả vốn gốc và lãi?", Tín dụng.
" Cầu nối đáp ứng những nhu cầu vay và cho vay của các chủ thể trong nền kinh tế, góp phần thúc đẩy mọi mặt đời sống xã hội phát triển là", tín dụng.
question,answer
 Việc ngân hàng chấp nhận để khách hàng sử dụng một lượng tiền vốn trong một thời gian nhất định trên cơ sở lòng tin khách hàng có khả năng hoàn trả gốc và lãi khi đến hạn được gọi là, tín dụng ngân hàng.
  Tín dụng ngân hàng là việc ngân hàng chấp nhận để khách hàng sử dụng một lượng tiền vốn trong một thời gian nhất định trên cơ sở lòng tin khách hàng có khả năng, hoàn trả gốc và lãi khi đến hạn.
  Phương án nào sau đây là đặc điểm của tín dụng ngân hàng?, Dựa trên cơ sở lòng tin.
 Phương án nào sau đây không phải là đặc điểm của tín dụng ngân hàng?, Không có tính thời hạn.
 Cho vay tín chấp là hình thức cho vay dựa vào," uy tín của người vay, không cần tài sản bảo đảm."
 Phương án nào sau đây là đặc điểm của cho vay tín chấp?, Dựa hoàn toàn vào uy tín của người vay.
 Phương án nào sau đây không là đặc điểm của cho vay tín chấp?, Số tiền vay không giới hạn.
" Khi vay tín chấp, người vay cần có trách nhiệm nào sau đây?"," Cung cấp trung thực, chính xác các  thông tin cá nhân."
 Phương án nào sau đây không phải là trách nhiệm của người vay tín chấp?, Có thể ra thêm hạn vay nếu không đủ tiền trả theo thời hạn.
 Trong trường hợp vay thế chấp mà không thể trả nợ cho ngân hàng thì người vay phải chịu trách nhiệm nào sau đây?," Chuyển quyền sở hữu, quyền sử dụng tài sản thế chấp để ngân hàng xử lý tài sản thế chấp."
  Hoạt động ngân hàng cùng người vay xác định và thỏa thuận số lãi vốn vay phải trả cộng với số nợ gốc được chia ra để trả nợ theo nhiều kì hạn trong thời hạn cho vay được gọi là, Vay trả góp.
" Chị K có hai mươi triệu đồng để mua một chiếc xe máy nhưng khi đến cửa hàng, chiếc xe mà chị lựa chọn có giá năm mươi triệu đồng. Trong trường hợp này, để có thể mua được chiếc xe máy mà chị lựa chọn thì chị nên lựa chọn phương án nào sau đây?", Mua theo hình thức trả góp.
" Ông T vay ngân hàng năm trăm tỉ để kinh doanh, để được vay ông phải mang giấy tờ nhà để thế chấp với ngân hàng. Do dịch covid nên việc kinh doanh của ông thua lỗ nặng và phá sản vì vậy ông không thể trả theo đúng thời hạn thỏa thuận với ngân hàng trước đó. Trường hợp này, ông T sẽ phải làm gì để thanh toán nợ ngân hàng?", Chuyển quyền sở hữu tài sản thế chấp cho ngân hàng.
" Q thi đỗ đại học, tuy nhiên gia đình Q không có khả năng nuôi em ăn học vì hoàn cảnh khó khăn. Trong trường hợp này, nếu là người nhà của Q em sẽ khuyên bố mẹ Q như thế nào sau đây?", Vay ngân hàng theo chính sách xã hội.
"  Anh M mới đăng kí sử dụng một loại thẻ mà được chi tiêu, mua sắm thoải mái mặc dù trong thẻ không có tiền, tuy nhiên trong một khoảng thời hạn nhất định nếu anh M không hoàn trả số tiền đã chi tiêu thì anh phải trả một mức lãi theo quy định. Trong trường hợp này, anh M đang sử dụng loại thẻ nào sau đây?", Thẻ tín dụng ngân hàng (credit card).
 Dấu hiệu để phân biệt tổ chức tín dụng với các loại hình doanh nghiệp khác trong nền kinh tế quốc dân là gì?, Đối tượng kinh doanh chính là tiền tệ.
 Tổ chức và hoạt động của tổ chức tín dụng thuộc phạm vi áp dụng Luật nào của nước ta?, Luật Các tổ chức tín dụng.
 Tín dụng nước ta được chia làm mấy loại cơ bản?, 4.
  Loại tín dụng được ngân hàng chấp nhận để khách hàng sử dụng một lượng tiền vốn trong một thời gian nhất định trên cơ sở lòng tin khách hàng có khả năng hoàn trả gốc và lãi khi đến hạn gọi là gì?, Tín dụng ngân hàng.
 Tín dụng ngân hàng có đặc điểm gì?," Cả A, B, C đều đúng."
question,answer
" Loại kế hoạch tài chính cá nhân nào nhằm thực hiện mục đích cân đối thu chi trong tiêu dùng hay tiết kiệm được một khoản tiền nhỏ, thời gian thực hiện từ 3 đến 6 tháng?", Kế hoạch tài chính cá nhân trung hạn.
 Kế hoạch tài chính cá nhân trung hạn có thời gian mục tiêu để thực hiện là bao nhiêu?, từ 3 đến 6 tháng.
 Nội dung nào sau đây không nói về đặc điểm kế hoạch tài chính cá nhân dài hạn?, Thời gian thực hiện từ 6 tháng trở xuống.
 Có bao nhiêu loại kế hoạch tài chính cá nhân?, 3.
 Bản ghi chép thu chi giúp quản lí tiền bạc của cá nhân bao gồm các quyết định về hoạt động tài chính được gọi là gì?, Kế hoạch tài chính cá nhân.
" Anh K có khoản thu hập là 10i triệu đồng, anh phân chia số tiền đó vào khoản chi cho sinh hoạt cuộc sống là 6 triệu, còn 4 triệu anh đưa vào khoản tiết kiệm để hai năm nữa anh mua xe. Trong trường hợp này anh K đã sử dụng hình thức kế hoạch chi tiêu nào sau đây?", Dài hạn.
 Bạn X đặt câu hỏi: “Có bao nhiêu bước để lên kế hoạch tài chính cá nhân hợp lí?”. Nếu là người trả lời em sẽ lựa chọn đáp án nào sau đây?, Bốn.
 Phương án nào sau đây không thuộc một trong những quy tắc của việc lập kế hoạch tài chính cá nhân?, Tăng thu nhập đồng nghĩa với việc tăng chi tiêu hàng tháng.
" Anh P đi làm công ăn lương, anh muốn việc chi tiêu tiền của bản thân được hợp lí, đồng thời có thêm khoản tiết kiệm cho tương lai. Trong trường hợp này, anh P cần phải làm gì sau đây?", Lập kế hoạch chi tiêu tài chính.
 Phương án nào sau đây không thuộc nội dung ý nghĩa của việc lập kế hoạch tài chính cá nhân?, Giúp chi tiêu một cách thoải mái mà không cần tiết kiệm.
 Kế hoạch tài chính cá nhân dài hạn thường có thời hạn trong bao lâu?, Từ 6 tháng trở lên.
 Bản kế hoạch về thu chi ngân sách nhằm thực hiện được những mục tiêu tài chính quan trọng trong thời gian từ 6 tháng trở lên là bản kế hoạch tài chính cá nhân, dài hạn.
 Kế hoạch tài chính cá nhân trung hạn thường có thời hạn trong bao lâu?, Từ 3 đến 6 tháng.
 Bản kế hoạch về thu chi ngân sách nhằm thực hiện một mục tiêu tài chính trong một thời gian từ 3 đến 6 tháng là bản kế hoạch tài chính cá nhân, trung hạn.
 Kế hoạch tài chính cá nhân ngắn hạn thường có thời hạn trong bao lâu?, Dưới 3 tháng.
 Bản kế hoạch về thu chi ngân sách nhằm thực hiện một mục tiêu tài chính trong một thời gian ngắn (dưới 3 tháng) thuộc loại tài chính cá nhân, ngắn hạn.
 Có mấy loại kế hoạch tài chính cá nhân?, Ba.
"  Kế hoạch tài chính cá nhân là bản kế hoạch thu chi giúp quản lí tiền bạc của cá nhân bao gồm các quyết định về hoạt động tài chính như thu nhập, chi tiêu, tiết kiệm, đầu tư nhằm mục đích nào sau đây?", Thực hiện những mục tiêu tài chính của cá nhân.
" Bản kế hoạch thu chi giúp quản lí tiền bạc của cá nhân bao gồm các quyết định về hoạt động tài chính như thu nhập, chi tiêu, tiết kiệm, đầu tư, để thực hiện những mục tiêu tài chính của cá nhân được gọi là", kế hoạch tài chính cá nhân.
" Những vấn đề về thu nhập, chị tiêu, tiết kiệm,... của mỗi người được gọi là", tài chính cá nhân.
question,answer
 Hệ thống những quy tắc xử sự mang tính bắt buộc chung do Nhà nước ban hành và được bảo đảm thực hiện bằng quyền lực nhà nước là nội dung của khái niệm nào sau đây?, Pháp luật.
 Pháp luật là hệ thống các quy tắc xử sự chung do cơ quan nào dưới đây ban hành?, Nhà nước ban hành.
 Các văn bản luật và dưới luật đều phải phù hợp với Hiến pháp thuộc đặc trưng nào dưới đây của pháp luật?," Tính quyền lực, bắt buộc chung."
" Pháp luật bắt buộc với mọi cá nhân, tổ chức, ai cũng phải xử sự theo, là thể hiện đặc trưng nào dưới đây của pháp luật?"," Tính quyền lực, bắt buộc chung."
" Pháp luật mang bản chất xã hội, vì pháp luật", bắt nguồn từ thực tiễn đời sống xã hội.
 Pháp luật có vai trò như thế nào đối với công dân?, Bảo vệ quyền và lợi ích hợp pháp của công dân.
 Phương án nào dưới đây không phải là đặc trưng của pháp luật ?, Pháp luật có tính tương đối chung.
 Ranh giới để phân biệt pháp luật với các quy phạm xã hội khác là, tính quy phạm phổ biến.
 Pháp luật ra đời từ thời điểm nào sau đây?, Từ khi Nhà nước ra đời.
 Dấu hiệu nào dưới đây của pháp luật là một trong những đặc điểm để phân biệt pháp luật với đạo đức?," Pháp luật bắt buộc đối với mọi cá nhân, tổ chức."
 Pháp luật không có đặc trưng nào sau đây?, Tính xác định chặt chẽ về mặt nội dung.
 Pháp luật do nhà nước ban hành phù hợp với ý chí của giai cấp cầm quyền. Nội dung đó thể hiện bản chất nào dưới đây của pháp luật ?, Giai cấp.
 Công an giao thông xử phạt hành chính với hành vi không đội mũ bảo hiểm của anh K. Trong trường hợp này pháp luật đã thực hiện chức năng nào sau đây?, Quản lí nhà nước.
" Do mâu thuẫn cá nhân, M đã đánh N bị thương tích với tỷ lệ thương tật 27%. Trong trường hợp này, theo quy định của pháp luật M phải chịu trách nhiệm pháp lý nào dưới đây?", Hình sự.
 Pháp luật được hiểu là gì?," các quy tắc xử sự chung của mọi người, do nhà nước ban hành, được áp dụng ở phạm vi nhất định."
 Nhận định nào sai khi nói về vai trò của pháp luật?," Pháp luật là cơ sở để thiết lập, củng cố và tăng cường quyền lực nhà nước."
 Pháp luật có đặc điểm gì?," Pháp luật có tính quy phạm phổ biến; mang tính quyền lực, bắt buộc chung; có tính xác định chặt chẽ về mặt hình thức."
" Giá trị công bằng, bình đẳng của pháp luật được thể hiện rõ nhất ở đặc trưng nào dưới đây?", Tính quy phạm phổ biến.
 Đặc trưng nào dưới đây phân biệt sự khác nhau giữa pháp luật và các loại quy phạm xã hội khác?, Tính quy phạm phổ biến.
 Nội dung của văn bản do cơ quan cấp dưới ban hành trái với nội dung của văn bản do cơ quan cấp trên ban hành là vi phạm đặc trưng nào dưới đây của pháp luật?, Tính xác định chặt chẽ về hình thức.
question,answer
 Cấu trúc hệ thống pháp luật bao gồm những gì?," Các chế định pháp luật, các quy phạm pháp luật, các ngành luật."
 Văn bản quy phạm pháp luật có đặc điểm gì?," Cả A, B, C đều đúng."
 Văn bản quy phạm pháp luật có đặc điểm gì?, Có chứa quy phạm pháp luật.
 Văn bản nào sau đây không phải là văn bản quy phạm pháp luật?, Quyết định xử phạt vi phạm hành chính của Chủ tịch Ủy ban nhân dân cấp tỉnh.
 Văn bản áp dụng pháp luật có đặc điểm gì?," Cả A, B, C đều đúng."
 Văn bản nào dưới đây không phải văn bản dưới luật?, Hiến pháp.
" Về hình thức, hệ thống pháp luật được thể hiện qua", các văn bản quy phạm pháp luật.
 Tập hợp các quy phạm pháp luật có cùng tính chất điều chỉnh nhóm quan hệ xã hội tương ứng được gọi là gì?, Chế định pháp luật.
 Ai là người ban hành văn bản quy phạm pháp luật?," các cơ quan nhà nước, người có thẩm quyền theo pháp luật quy định."
" Cơ sở để quy định tên gọi, trình tự ban hành của văn bản pháp luật là gì?", Luật Ban hành văn bản quy phạm pháp luật.
question,answer
" Quá trình hoạt động có mục đích làm cho những quy định của pháp luật đi vào cuộc sống, trở thành hành vi hợp pháp của các cá nhân, tổ chức là nội dung của khái niệm nào dưới đây?", Thực hiện pháp luật.
 Nội dung nào không phải là hình thức thực hiện pháp luật?, Phổ biến pháp luật.
" Sử dụng pháp luật được hiểu là công dân sử dụng đúng đắn các quyền của mình, làm những gì mà pháp luật", Cho phép làm.
 Hình thức thực hiện pháp luật nào dưới đây có chủ thể thực hiện khác với các hình thức còn lại?, Áp dụng pháp luật.
" Phát hiện X đi xe lấn làn, vượt đèn đỏ và chạy quá tốc độ, đồng chí công an giao thông đã yêu cầu X dừng xe và lập biên bản xử phạt vi phạm hành chính. Trong trường hợp này, đồng chí cảnh sát giao thông đã", Áp dụng pháp luật.
" Hàng năm, anh A luôn chủ động đến cơ quan thuế để kê khai và nộp thuế đầy đủ, đúng thời hạn quy định của pháp luật. Trong trường hợp này, anh A đã", Thi hành pháp luật.
" Chị B sau khi tốt nghiệp đại học liền về quê, đăng kí thành lập cơ sở kinh doanh để phát triển nghề truyền thống mây tre đan của gia đình, tổ chức việc kinh doanh theo đúng quy định của pháp luật. Chị B đã", Sử dụng pháp luật.
" Y sau khi tốt nghiệp THPT đã theo bạn bè rủ rê tham gia vào tệ nạn xã hội. Một lần, khi đang thực hiện vận chuyển, buôn bán ma túy thì bị bắt. Y đã không", Tuân thủ pháp luật.
 Có mấy hình thức thực hiện pháp luật?, Bốn hình thức.
 Hình thức thực hiện pháp luật mà chủ thể pháp luật kiềm chế không thực hiện các hành vi pháp luật cấm được gọi là gì?, Tuân thủ pháp luật.
question,answer
 Hiến pháp Nước Cộng hòa xã hội Chủ nghĩa Việt Nam năm 2013 có bao nhiêu chương và bao nhiêu điều?," 11 chương, 120 điều."
 Người ký bản Hiến pháp là ai?, Chủ tịch Quốc hội.
 Hiến pháp do cơ quan nào xây dựng?, Quốc hội.
" Hiến pháp Nước Cộng hòa xã hội Chủ nghĩa Việt Nam năm 2013 quy định quyền con người, quyền và nghĩa vụ cơ bản của công dân tại chương nào?", Chương II.
 Hiến pháp Việt Nam có các đặc điểm cơ bản nào?," Cả A, B, C đều đúng."
 Hiến pháp được sửa đổi khi có bao nhiêu đại biểu Quốc hội biểu quyết tán thành?, Ít nhất 2/3 số đại biểu.
 Theo Hiến pháp Nước Cộng hòa xã hội Chủ nghĩa Việt Nam năm 2013 gồm các cơ quan nào?," Cả A, B, C đều đúng."
 Bản Hiến pháp đầu tiên của nước ta được ban hành năm nào?, 1946.
 Nội dung hiến pháp bao gồm," Cả A, B, C đều đúng."
 Các văn bản pháp luật khác ban hành phải đảm bảo tiêu chí nào so với Hiến pháp?," Cả B, C đều đúng."
question,answer
 Khẳng định nào sau đây là chưa đúng với các quy định của Hiến pháp về chế độ chính trị?, Nhà nước Cộng hoà xã hội chủ nghĩa Việt Nam chỉ có quan hệ hợp tác với các nước trong khu vực Đông Nam Á và châu Á.
" Nội dung ""Mọi hành vi chống lại độc lập, chủ quyền, thống nhất và toàn vẹn lãnh thổ, chống lại sự nghiệp xây dựng và bảo vệ Tổ quốc đều bị nghiêm trị"" được quy định ở đâu trong Hiến pháp 2013 của nước ta?"," Hiến pháp năm 2013, Điều 1, 11"
 Hiến pháp năm 2013 khẳng định điều gì?," Cả A, B, C đều đúng."
 Bản chất của Nhà nước Cộng hoà xã hội chủ nghĩa Việt Nam được Hiến pháp năm 2013 xác định là gì?," Cả A, và B đều đúng."
" Theo Hiến pháp 2013, tất cả quyền lực nhà nước thuộc về ai?", Nhân dân.
 Đường lối đối ngoại của Việt Nam hiện nay có ý nghĩa như thế nào đổi với sự phát triển của đời sống xã hội và sự phát triển của đất nước?," Cả A, B, C đều đúng."
 Đường lối đối ngoại của nước Cộng hoà xã hội chủ nghĩa Việt Nam được quy định ở đâu?, Điều 12 của Hiến pháp năm 2013.
" Vì sao Hiến pháp có nội dung quy định về Quốc kì, Quốc huy, Quốc ca, Quốc khánh, Thủ đô của đất nước?", Cả A và B đều đúng.
" Bản chất của Nhà nước Cộng hoà xã hội chủ nghĩa Việt Nam được Hiến pháp xác định là nhà nước pháp quyền xã hội chủ nghĩa của nhân dân, do nhân dân, vì nhân dân biểu hiện ở những nội dung nào sau?"," Cả A, B, C đều đúng."
" Đâu là nội dung về việc chưa thực hiện tốt quy định của Hiến pháp về chủ quyền, lãnh thổ?", Thường xuyên chia sẻ bài viết xuyên tạc về chủ quyền lãnh thổ Việt Nam.
question,answer
" Những lợi ích cơ bản mà công dân được hưởng, được Nhà nước bảo vệ và đảm bảo theo Hiến pháp, pháp luật là", Nghĩa vụ cơ bản của công dân.
" Quyền con người, quyền và nghĩa vụ cơ bản của công dân được quy định tại đâu?", Chương II của Hiến pháp năm 2013.
 Đâu là nội dung được Hiến pháp năm 2013 quy định rõ quyền con người?," Cả A, B, C đều đúng."
 Ý nghĩa của quyền con người được quy định trong Hiến pháp là gì?," Cả A, B, C đều đúng."
" Hiến pháp năm 2013 quy định công dân có các quyền về chính trị, dân sự ở các nội dung nào sau đây?"," Cả A, B, C đều đúng."
" Quyền tham gia quản lí nhà nước và xã hội, tham gia thảo luận và kiến nghị với cơ quan nhà nước về các vấn đề của cơ sở, địa phương và cả nước thuộc nhóm quyền nào của con người quy định trong Hiến pháp 2013?"," Các quyền về chính trị, dân sự"
" Những quyền về kinh tế, văn hoá, xã hội của công dân được quy định trong Hiến pháp năm 2013 có ý nghĩa như thế nào?"," Cả A, B, C đều đúng."
 Hiến pháp năm 2013 quy định công dân có các nghĩa vụ cơ bản nào sau đây?," Cả A, B, C đều đúng."
 Nội dung nào thể hiện chủ thể thực hiện tốt nghĩa vụ cơ bản của công dân?," Cả A, và B đều đúng."
" Việc đẩy mạnh các chính sách an sinh xã hội cho người dân, giúp họ khắc phục khó khăn do dịch bệnh COVID - 19 thể hiện Nhà nước ta đang thực hiện chính sách đảm bảo quyền của công dân trong lĩnh vực gì?", Xã hội.
question,answer
" Chế độ, chính sách của nước Cộng hoà xã hội chủ nghĩa Việt Nam về kinh tế, văn hoá, xã hội, giáo dục, khoa học, công nghệ và môi trường được quy định ở đâu trong Hiến pháp 2013?"," Chương III, Hiến pháp năm 2013."
 Đâu là nội dung nói về khẩu hiệu trong kinh tế nước ta?," Cả A, B, C đều đúng."
 Các chủ thể thuộc các thành phần kinh tế hoạt động theo nguyên tắc nào?," Cả A, B, C đều đúng."
" Theo Hiến pháp 2013 nội dung về kinh tế, khẳng định nguồn tài nguyên đặc biệt quan trọng của nước ta là gì?", Đất đai.
" Nhà nước bảo đảm thực hiện chính sách ưu đãi người có công, có chính sách trợ giúp người cao tuổi, người khuyết tật là đang thể hiện nội dung của Hiến pháp năm 2013 trên lĩnh vực nào?"," Văn hóa, xã hội."
" Nội dung về văn hoá, xã hội của Hiến pháp có ý nghĩa như thế nào đến đời sống của nhân dân và sự phát triển của đất nước?"," Cả A, B, C đều đúng."
 Đâu là những biểu hiện cụ thể của Hiến pháp 2013 về giáo dục?," Cả A, B, C đều đúng."
 Vì sao Hiến pháp năm 2013 lại xác định giáo dục là quốc sách hàng đầu của quốc gia?," Cả A, B, C đều đúng."
" Ý nghĩa nội dung của Hiến pháp năm 2013 về khoa học, công nghệ là gì?"," Cả A, B, C đều đúng."
 Biểu hiện của việc chưa thực hiện tốt quy định của Hiến pháp năm 2013 về môi trường là, Phá rừng lấy đất làm rẫy.
question,answer
" Bộ máy nhà nước Cộng hoà xã hội chủ nghĩa Việt Nam gồm các cơ quan, thiết chế nào sau đây?"," Cả A, B, C đều đúng."
" Hiện nay các thế lực thù địch chống phá nhà nước có mặt ở khắp nơi, trên khắp các lĩnh vực. Tại địa phương em, chúng phát tờ rơi tuyên truyền nói xấu Đảng và Nhà nướC. Trước tình huống đó em sẽ làm gì?", Báo với chính quyền địa phương.
 Cơ quan quyền lực nhà nước cao nhất của nước Cộng hoà xã hội chủ nghĩa Việt Nam là gì?, Quốc hội.
 Hội đồng nhân dân chịu trách nhiệm trước nhân dân về các vấn đề nào?," Cả A, B, C đều đúng."
 Vì sao Quốc hội và Hội đồng nhân dân được gọi là cơ quan đại biểu của nhân dân?," Cả A, B, C đều đúng."
" Chức năng, nhiệm vụ của Quốc hội là gì?"," Cả A, B, C đều đúng."
" Quyết định biện pháp bảo đảm trật tự, an toàn xã hội, đấu tranh, phòng, chống tội phạm là chức năng và nhiệm vụ của cơ quan nào?", Hội đồng nhân dân.
" Cơ quan nào thành lập nên Uỷ ban thường vụ Quốc hội, Chính phủ, Tòa án nhân dân tối cao?", Quốc hội.
 Vì sao Chính phủ và Uỷ ban nhân dân được gọi là cơ quan hành chính nhà nước?," Cả A, B, C đều đúng."
 Cơ quan thực hành quyền công tố và kiểm sát hoạt động tư pháp gọi là gì?, Viện kiểm sát.
question,answer
 Hệ thống chính trị Việt Nam có chung một mục đích là gì?, đại diện cho quyền lợi của giai cấp và dân tộc.
 Hệ thống chính trị Việt Nam gồm những thành phần chính nào?," Cả A, B, C đều đúng."
 Nhà nước Cộng hoà xã hội chủ nghĩa Việt Nam mang đặc điểm gì?," Cả A, B, C đều đúng."
" Cơ quan, tổ chức đại diện, bảo vệ quyền và lợi ích hợp pháp, chính đáng của nhân dân được gọi là gì?", Mặt trận Tổ quốc Việt Nam và các tổ chức chính trị - xã hội.
 Hệ thống chính trị Việt Nam tổ chức và hoạt động dựa trên những nguyên tắc nào?, Cả A và B đều đúng.
 Nguyên tắc quyền lực nhà nước thuộc về nhân dân được thể hiện qua nội dung nào sau đây?," Cả A, B, C đều đúng."
" Những vấn đề quan trọng nhất của đất nước được quyết định bởi tập thể theo chế độ tập thể lãnh đạo, cá nhân phụ trách, thiểu số phục tùng đa số, cấp dưới phục tùng cấp trên là nội dung thể hiện nguyên tắc nào trong tổ chức và hoạt động của hệ thống chính trị Việt Nam?", Nguyên tắc tập trung dân chủ.
 Đặc điểm cơ bản của hệ thống chính trị Việt Nam mang những tính chất nào?," Cả A, B, C đều đúng."
 Hệ thống chính trị Việt Nam chỉ tồn tại một đảng chính trị duy nhất là Đảng Cộng sản Việt Nam thể hiện đặc điểm cơ bản nào của hệ thống chính trị Việt Nam?, Tính nhất nguyên chính trị.
 Hệ thống chính trị Việt Nam thể hiện đặc điểm nào sâu sắc nhất?, Tính nhân dân.
question,answer
 Đâu là nguyên tắc tổ chức và hoạt động của bộ máy nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam?," Cả A, B, C đều đúng."
" Quyền lực nhà nước được phân chia thành quyền lập pháp, hành pháp, tư pháp và được giao cho các cơ quan tương ứng thực hiện một cách độc lập nhưng có sự phối hợp, kiểm soát, giám sát lẫn nhau thể hiện nguyên tắc nào của của tổ chức và hoạt động của bộ máy nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam?"," Nguyên tắc quyền lực nhà nước là thống nhất nhưng có sự phân công, phối hợp, kiểm soát giữa các cơ quan."
 Trong các nguyên tắc tổ chức và hoạt động của bộ máy nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam?, Nguyên tắc quyền lực nhà nước thuộc về nhân dân.
" Sự phối kết hợp giữa các yếu tố dân chủ và tập trung thông qua các hình thức và chế độ như: bầu cử, bổ nhiệm kết hợp với phê chuẩn một số chức danh trong bộ máy thể hiện nguyên tắc tổ chức và hoạt động nào của bộ máy nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam?", Nguyên tắc tập trung dân chủ.
 Đặc điểm của bộ máy nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam mang tính chất nào sau đây?," Cả A, B, C đều đúng."
" Việc phân chia quyền lực nhà nước cho các cơ quan nhà nước để thực hiện những chức năng, nhiệm vụ riêng biệt thể hiện đặc điểm nào của bộ máy nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam?", Tính quyền lực.
" Mọi hoạt động của các cơ quan, cán bộ, công chức, viên chức trong bộ máy nhà nước đều nhằm mục đích gì?", phục vụ cho lợi ích của nhân dân.
 Bộ máy nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam có mấy đặc điểm chính?, Bốn.
